"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Andaman and Nicobar Islands","","","Construction/Maintenance of Roads or in Building Operations*","Unskilled","","1/6/121",26,"","","","","",499,"","","","","","12974.00",0
"Andaman and Nicobar Islands","","","Wooden Furniture","Highly Skilled","","1/6/121",26,"","","","","",699,"","","","","","18174.00","Carpentry"
"Andaman and Nicobar Islands","","","Wooden Furniture","Clerical","","1/6/121",26,"","","","","",641,"","","","","","16666.00","Carpentry"
"Andaman and Nicobar Islands","","","Wooden Furniture","Skilled","","1/6/121",26,"","","","","",641,"","","","","","16666.00","Carpentry"
"Andaman and Nicobar Islands","","","Wooden Furniture","Semi Skilled","","1/6/121",26,"","","","","",556,"","","","","","14456.00","Carpentry"
"Andaman and Nicobar Islands","","","Wooden Furniture","Unskilled","","1/6/121",26,"","","","","",499,"","","","","","12974.00","Carpentry"
"Andaman and Nicobar Islands","","","Shops & Commercial Establishments","Highly Skilled","","1/6/121",26,"","","","","",699,"","","","","","18174.00",0
"Andaman and Nicobar Islands","","","Shops & Commercial Establishments","Clerical","","1/6/121",26,"","","","","",641,"","","","","","16666.00",0
"Andaman and Nicobar Islands","","","Shops & Commercial Establishments","Skilled","","1/6/121",26,"","","","","",641,"","","","","","16666.00",0
"Andaman and Nicobar Islands","","","Shops & Commercial Establishments","Semi Skilled","","1/6/121",26,"","","","","",556,"","","","","","14456.00",0
"Andaman and Nicobar Islands","","","Shops & Commercial Establishments","Unskilled","","1/6/121",26,"","","","","",499,"","","","","","12974.00",0
"Andaman and Nicobar Islands","","","Agriculture","Highly Skilled","","1/6/121",26,"","","","","",699,"","","","","","18174.00","Farming Horticulture Dairy"
"Andaman and Nicobar Islands","","","Agriculture","Clerical","","1/6/121",26,"","","","","",641,"","","","","","16666.00","Farming Horticulture Dairy"
"Andaman and Nicobar Islands","","","Agriculture","Skilled","","1/6/121",26,"","","","","",641,"","","","","","16666.00","Farming Horticulture Dairy"
"Andaman and Nicobar Islands","","","Agriculture","Semi Skilled","","1/6/121",26,"","","","","",556,"","","","","","14456.00","Farming Horticulture Dairy"
"Andaman and Nicobar Islands","","","Agriculture","Unskilled","","1/6/121",26,"","","","","",499,"","","","","","12974.00","Farming Horticulture Dairy"
